School Code,"Enrolled
(K-12)","Utilized
(K-12)","Percent_Eligable
Eligible FRPM 
(K-12)"
6033047,854,328,0.38
6033054,610,562,0.92
6033062,745,304,0.41
6033088,536,328,0.61
6033096,439,119,0.27
6033104,913,874,0.96
6033112,389,320,0.82
6059174,905,807,0.89
6061808,906,366,0.40
6077291,646,553,0.86
6098743,719,315,0.44
6098750,912,815,0.89
6101844,643,277,0.43
6106355,898,716,0.80
6107700,895,363,0.41
6107718,807,673,0.83
6107916,546,459,0.84
6109516,877,542,0.62
6109821,1019,914,0.90
6110118,872,480,0.55
6110985,970,731,0.75
6112031,1043,530,0.51
6112106,674,379,0.56
6112254,242,116,0.48
6113179,702,576,0.82
6113187,918,610,0.66
6113831,1178,769,0.65
6116818,774,261,0.34
6118046,799,505,0.63
6118053,763,243,0.32
6120000,1309,493,0.38
6120018,867,595,0.69
6120026,628,426,0.68
6120034,848,197,0.23
0127860,64,52,0.81
6033120,92,81,0.88
6033138,156,127,0.81
0000001,62,19,0.31
0100404,497,36,0.07
0106757,113,23,0.20
0111278,363,183,0.50
0113571,1800,181,0.10
0113621,627,43,0.07
0129676,323,95,0.29
3430501,185,73,0.39
3430667,29,25,0.86
3430709,90,33,0.37
3431533,1771,1315,0.74
3433216,2426,410,0.17
3434792,122,101,0.83
6033146,391,107,0.27
6033153,340,262,0.77
6033179,371,349,0.94
6033187,480,426,0.89
6033203,437,133,0.30
6033211,381,311,0.82
6033229,410,360,0.88
6033252,613,187,0.31
6033278,463,440,0.95
6033286,564,501,0.89
6059182,1420,123,0.09
6059190,772,665,0.86
6059208,828,567,0.68
6106892,383,42,0.11
6107965,449,42,0.09
6109755,557,59,0.11
6112916,442,60,0.14
6115638,612,75,0.12
6118012,1516,300,0.20
6118574,516,51,0.10
0000000,5,2,0.40
0000001,3,1,0.33
0100040,929,448,0.48
0107946,572,288,0.50
0119420,460,261,0.57
6033310,567,463,0.82
6110654,562,314,0.56
6114185,541,224,0.41
0000001,4,1,0.25
0119131,1211,591,0.49
3432903,22,18,0.82
3433471,947,645,0.68
0000001,5,0,0.00
0107383,4,2,0.50
0112078,278,164,0.59
0114660,412,106,0.26
3430469,17,11,0.65
3430550,13,11,0.85
4835302,385,188,0.49
5731708,164,95,0.58
6033641,131,117,0.89
6033666,160,119,0.74
6033690,233,137,0.59
6033708,165,140,0.85
6033716,355,200,0.56
0000001,4,0,0.00
0132019,185,172,0.93
6033724,477,432,0.91
6033732,366,309,0.84
6033740,404,332,0.82
6033757,435,398,0.91
6112296,474,437,0.92
0000000,17,4,0.24
0000001,329,145,0.44
0101048,554,482,0.87
0101295,360,277,0.77
0101881,166,118,0.71
0101899,272,125,0.46
0101907,281,164,0.58
0101972,1409,1037,0.74
0102038,760,580,0.76
0102343,276,237,0.86
0106898,585,440,0.75
0108951,207,164,0.79
0111757,327,94,0.29
0113209,45,38,0.84
0114546,541,394,0.73
0121665,469,219,0.47
0123901,342,291,0.85
0125591,139,125,0.90
0131136,283,252,0.89
0133777,226,149,0.66
0135343,112,72,0.64
3430154,269,229,0.85
3430519,263,228,0.87
3430865,862,499,0.58
3431012,1735,1338,0.77
3434636,1497,1140,0.76
3434768,2214,1372,0.62
3435419,2299,1334,0.58
6033765,348,258,0.74
6033799,815,705,0.87
6033807,276,240,0.87
6033815,501,147,0.29
6033823,462,389,0.84
6033831,305,228,0.75
6033880,567,294,0.52
6033906,436,389,0.89
6033914,602,522,0.87
6033930,749,691,0.92
6033948,685,618,0.90
6033955,495,446,0.90
6033997,373,321,0.86
6034003,348,271,0.78
6034011,429,229,0.53
6034029,270,229,0.85
6034037,354,338,0.95
6034045,317,297,0.94
6034052,366,301,0.82
6034060,255,201,0.79
6034078,528,164,0.31
6034136,319,279,0.87
6034169,651,580,0.89
6034177,298,208,0.70
6034185,502,460,0.92
6034193,743,649,0.87
6034201,572,539,0.94
6034219,565,484,0.86
6034227,672,120,0.18
6034235,399,267,0.67
6034243,657,134,0.20
6034250,456,311,0.68
6034276,508,202,0.40
6034284,358,288,0.80
6034292,575,182,0.32
6034326,433,239,0.55
6034334,275,221,0.80
6059273,730,542,0.74
6059281,919,581,0.63
6059299,829,727,0.88
6059307,751,664,0.88
6059315,869,322,0.37
6059323,963,842,0.87
6059356,493,396,0.80
6059364,693,603,0.87
6061832,509,331,0.65
6066690,1206,531,0.44
6071336,314,261,0.83
6096150,396,314,0.79
6096168,598,161,0.27
6097083,615,432,0.70
6099808,546,459,0.84
6107239,458,368,0.80
6110662,388,329,0.85
6111389,610,285,0.47
6117097,21,21,1.00
6119440,384,356,0.93
0000000,44,17,0.39
0000001,57,26,0.46
0112169,1318,351,0.27
0114983,307,119,0.39
0120469,431,351,0.81
0121467,428,350,0.82
0128124,553,436,0.79
0132399,256,73,0.29
0133975,37,28,0.76
0135772,82,31,0.38
3430048,909,628,0.69
3430097,65,43,0.66
3430386,192,97,0.51
3430394,60,43,0.72
3430493,1984,571,0.29
3430691,1108,785,0.71
3430717,5538,2568,0.46
3430758,263,139,0.53
3431111,1243,464,0.37
3432051,1717,860,0.50
3432317,1346,662,0.49
3432838,1003,942,0.94
3435930,1765,945,0.54
3436714,1820,433,0.24
3438504,596,469,0.79
6034342,435,275,0.63
6034359,974,389,0.40
6034367,315,208,0.66
6034375,681,375,0.55
6034383,400,311,0.78
6034391,395,331,0.84
6034409,1000,351,0.35
6034425,1042,453,0.43
6034433,549,320,0.58
6034441,362,292,0.81
6034458,488,205,0.42
6034466,370,305,0.82
6034482,596,100,0.17
6034490,621,402,0.65
6034508,595,268,0.45
6034516,490,199,0.41
6034524,496,485,0.98
6034540,835,689,0.83
6034573,308,237,0.77
6034581,481,107,0.22
6034599,509,483,0.95
6034623,734,683,0.93
6034631,502,314,0.63
6034656,582,511,0.88
6034664,99,67,0.68
6034672,523,136,0.26
6034680,584,422,0.72
6034706,611,150,0.25
6034714,377,312,0.83
6034730,487,139,0.29
6034755,372,302,0.81
6034771,387,198,0.51
6034797,638,153,0.24
6034813,335,280,0.84
6034821,646,233,0.36
6034839,321,278,0.87
6034847,580,202,0.35
6034870,748,518,0.69
6034896,394,199,0.51
6034904,701,326,0.47
6034912,508,414,0.81
6034920,627,562,0.90
6034938,87,39,0.45
6034946,769,551,0.72
6034953,539,163,0.30
6034961,379,348,0.92
6068670,391,151,0.39
6097810,480,262,0.55
6103816,456,207,0.45
6105928,302,193,0.64
6111363,821,188,0.23
0000001,13,3,0.23
0108621,646,437,0.68
3430378,1283,785,0.61
3430451,71,48,0.68
6032908,675,472,0.70
6032924,245,194,0.79
6107734,778,472,0.61
6108948,621,443,0.71
0000001,15,3,0.20
0102236,2115,1043,0.49
0102277,676,415,0.61
0108860,919,316,0.34
0111138,1007,315,0.31
0112425,619,269,0.43
0116806,594,355,0.60
0120113,509,223,0.44
0126060,783,429,0.55
0129767,334,265,0.79
0134049,300,131,0.44
0135194,315,112,0.36
3430584,1035,701,0.68
3430626,134,89,0.66
3430659,1822,427,0.23
6100432,486,409,0.84
6104731,558,471,0.84
6107981,517,412,0.80
6117527,754,492,0.65
6117535,742,457,0.62
6118624,661,333,0.50
0000001,95,22,0.23
0100487,749,612,0.82
0101766,1567,1242,0.79
0101832,399,334,0.84
0106450,674,389,0.58
0108415,1010,543,0.54
0108795,679,466,0.69
0108837,521,451,0.87
0113878,220,209,0.95
0114272,803,608,0.76
0125203,28,27,0.96
0130757,1856,1653,0.89
3430261,142,127,0.89
3430634,401,315,0.79
3430881,160,124,0.78
3433265,1143,904,0.79
3433794,1934,1654,0.86
3434370,743,636,0.86
3436979,1659,1308,0.79
6032932,509,480,0.94
6032940,402,384,0.96
6032957,392,366,0.93
6032965,90,77,0.86
6033336,1109,999,0.90
6033351,402,354,0.88
6033385,433,410,0.95
6033393,600,580,0.97
6033419,593,540,0.91
6033427,660,630,0.95
6033435,511,488,0.95
6033443,506,492,0.97
6033450,439,424,0.97
6033476,466,419,0.90
6033484,444,380,0.86
6033492,495,379,0.77
6033500,580,541,0.93
6033518,369,332,0.90
6033526,504,483,0.96
6033542,700,680,0.97
6033559,673,641,0.95
6033575,564,419,0.74
6033583,651,577,0.89
6033609,378,338,0.89
6033617,530,497,0.94
6033633,422,308,0.73
6059232,635,577,0.91
6059257,490,426,0.87
6059265,493,421,0.85
6066682,568,534,0.94
6069736,57,53,0.93
6102784,454,431,0.95
6105985,700,562,0.80
6112064,535,457,0.85
6112643,385,297,0.77
6120729,16,16,1.00
0132480,76,36,0.47
0128975,1,0,0.00
0132308,10,7,0.70
3530037,19,17,0.89
3530045,9,9,1.00
6035000,34,11,0.32
6035018,30,10,0.33
0115428,713,416,0.58
0121400,137,70,0.51
0127688,426,252,0.59
6035026,659,340,0.52
6035034,437,351,0.80
6035042,578,426,0.74
6071088,866,431,0.50
6104509,464,389,0.84
6107338,597,249,0.42
6112320,722,476,0.66
6114557,257,198,0.77
6035059,9,6,0.67
6095202,747,358,0.48
6035109,3,0,0.00
3530029,91,55,0.60
3537008,2975,1591,0.53
6035133,229,88,0.38
6035141,125,41,0.33
6035158,14,6,0.43
3530060,357,219,0.61
6035117,335,247,0.74
6049654,409,247,0.60
0107466,527,477,0.91
0115808,782,586,0.75
3630431,146,146,1.00
6069348,1409,954,0.68
6111918,497,443,0.89
0000000,35,20,0.57
0107425,713,553,0.78
0107433,752,585,0.78
0107441,567,496,0.87
0109470,528,455,0.86
0112086,403,344,0.85
0125880,134,127,0.95
0125898,558,456,0.82
0128462,333,319,0.96
0131441,830,689,0.83
6035174,389,343,0.88
6106694,651,605,0.93
6109409,676,562,0.83
6115117,453,349,0.77
6116370,883,635,0.72
6120604,802,526,0.66
0000001,4,1,0.25
6035216,484,265,0.55
6035224,682,258,0.38
6035232,447,206,0.46
6094940,496,176,0.35
6098503,730,186,0.25
6101786,632,282,0.45
6104475,584,208,0.36
6107510,575,198,0.34
6108930,732,281,0.38
6114649,621,248,0.40
0000001,3,0,0.00
0112672,5,4,0.80
0124628,10,9,0.90
0129452,401,209,0.52
3630712,134,109,0.81
3630803,1378,956,0.69
6035299,668,609,0.91
6035307,671,640,0.95
6035349,696,549,0.79
6035372,502,433,0.86
6035380,682,541,0.79
6035414,383,272,0.71
6098537,693,606,0.87
3630290,46,46,1.00
3631066,733,475,0.65
6035463,354,262,0.74
6035471,83,61,0.73
6067052,542,358,0.66
6105936,278,237,0.85
6112866,453,336,0.74
6035489,511,346,0.68
6035497,781,526,0.67
6035505,461,274,0.59
6099204,580,342,0.59
6104525,524,418,0.80
6106603,717,417,0.58
6110704,981,588,0.60
0000001,98,25,0.26
0126243,104,53,0.51
3630225,2490,1350,0.54
3630373,3583,1467,0.41
3630571,3339,1392,0.42
3630845,15,11,0.73
3631058,3153,1051,0.33
3631157,2173,1615,0.74
3632205,3297,2813,0.85
3633906,2899,2508,0.87
3634482,2388,2063,0.86
3637659,430,344,0.80
0100578,911,317,0.35
0100586,904,156,0.17
0100594,668,424,0.63
0110726,636,298,0.47
0120329,1331,361,0.27
3630035,1632,1131,0.69
3630522,2737,739,0.27
3631017,2778,840,0.30
3631181,15,11,0.73
3631587,77,71,0.92
3631769,192,140,0.73
3632502,1931,1276,0.66
6035513,486,359,0.74
6035554,483,279,0.58
6035570,614,470,0.77
6035588,710,607,0.85
6059372,736,514,0.70
6061840,536,435,0.81
6098347,612,518,0.85
6098354,619,424,0.68
6098362,558,483,0.87
6101513,514,398,0.77
6102974,830,427,0.51
6105712,1133,387,0.34
6106611,557,202,0.36
6106629,619,220,0.36
6107270,664,195,0.29
6107288,725,348,0.48
6108195,561,154,0.27
6108666,724,206,0.28
6109813,1174,318,0.27
6111215,378,276,0.73
6111710,610,126,0.21
6112833,486,130,0.27
0000000,50,30,0.60
0000001,14,5,0.36
0125500,2114,1473,0.70
3630399,89,71,0.80
3631322,2322,1916,0.83
3632742,1956,1639,0.84
3636131,218,182,0.83
6035604,797,733,0.92
6035612,716,665,0.93
6035620,689,524,0.76
6035638,675,602,0.89
6035646,674,636,0.94
6035653,694,661,0.95
6035661,652,602,0.92
6035679,725,657,0.91
6035687,628,548,0.87
6035703,985,728,0.74
6035711,830,448,0.54
6035729,685,646,0.94
6035745,618,579,0.94
6059380,867,792,0.91
6061857,1034,937,0.91
6101034,697,668,0.96
6107452,561,442,0.79
6108831,523,393,0.75
6110142,606,476,0.79
6111108,757,617,0.82
6113633,513,402,0.78
6120422,872,643,0.74
6035752,537,426,0.79
6035760,526,428,0.81
6097646,762,556,0.73
6109185,633,421,0.67
0000001,9,2,0.22
0102939,627,165,0.26
0102947,1310,379,0.29
0113688,795,395,0.50
0117382,5,2,0.40
0135293,451,195,0.43
6035778,1439,616,0.43
6035786,1085,389,0.36
6106595,591,228,0.39
6107569,586,164,0.28
6108005,681,412,0.60
6112114,566,225,0.40
6112122,869,326,0.38
6112130,576,305,0.53
6116263,838,246,0.29
6117519,874,419,0.48
6118467,895,223,0.25
6119622,638,241,0.38
6119630,1276,683,0.54
0000001,41,13,0.32
0100347,524,461,0.88
0102509,1272,1016,0.80
0102517,673,452,0.67
0108191,2408,1637,0.68
0113423,608,465,0.76
0113944,775,707,0.91
0120758,2035,1695,0.83
0133371,438,354,0.81
3630019,241,220,0.91
3630480,307,278,0.91
3630555,2229,1900,0.85
3630902,2132,1738,0.82
3633302,2475,2288,0.92
6035794,529,469,0.89
6035810,559,466,0.83
6035828,594,452,0.76
6035836,504,468,0.93
6035844,830,769,0.93
6035851,812,721,0.89
6035869,613,525,0.86
6035877,600,528,0.88
6035885,512,452,0.88
6035893,445,364,0.82
6035901,698,620,0.89
6035919,459,371,0.81
6059398,1182,1055,0.89
6059406,1229,1142,0.93
6061865,1154,1069,0.93
6068761,684,596,0.87
6102933,530,436,0.82
6106470,446,385,0.86
6106504,1051,914,0.87
6106702,330,266,0.81
6108054,826,698,0.85
6108062,474,406,0.86
6108070,400,335,0.84
6110670,498,425,0.85
6110688,552,470,0.85
6111173,416,293,0.70
6113351,1205,1098,0.91
6114052,693,638,0.92
6115984,783,689,0.88
6119986,671,378,0.56
6120042,739,568,0.77
0116723,321,182,0.57
0128439,1082,467,0.43
0130948,177,117,0.66
0131151,746,657,0.88
0136069,232,76,0.33
6035935,499,265,0.53
6107072,164,84,0.51
0000001,20,13,0.65
3630217,121,102,0.84
3636743,821,480,0.58
3638616,1417,942,0.66
6035984,340,290,0.85
6035992,198,150,0.76
6036008,616,469,0.76
6036016,418,356,0.85
6036024,649,335,0.52
6036032,512,308,0.60
6036040,595,514,0.86
6105589,416,313,0.75
6106579,734,531,0.72
6106827,393,232,0.59
6109615,562,264,0.47
6109623,132,122,0.92
6113070,708,493,0.70
6036057,482,360,0.75
6102909,884,523,0.59
6105449,586,316,0.54
6110050,607,369,0.61
6036065,94,26,0.28
0131888,45,45,1.00
0132720,6,6,1.00
3630266,15,12,0.80
3634169,238,153,0.64
6036115,421,334,0.79
6100929,244,177,0.73
0000001,57,22,0.39
0100107,460,338,0.73
0100115,571,465,0.81
6036123,358,286,0.80
6036131,782,622,0.80
6036149,698,582,0.83
6036156,403,271,0.67
6036164,709,500,0.71
6036172,501,424,0.85
6036198,788,668,0.85
6036206,568,451,0.79
6036214,490,414,0.84
6036222,771,531,0.69
6036230,434,369,0.85
6036248,766,579,0.76
6036255,709,626,0.88
6036263,679,549,0.81
6036271,589,516,0.88
6036289,1128,932,0.83
6036297,624,525,0.84
6036305,718,623,0.87
6036347,641,559,0.87
6036354,665,526,0.79
6036362,608,415,0.68
6036370,534,442,0.83
6036388,752,562,0.75
6036404,772,653,0.85
6036412,758,636,0.84
6036420,708,605,0.85
6036438,664,542,0.82
6036446,784,687,0.88
6096283,551,521,0.95
6113476,860,709,0.82
0111807,1405,1088,0.77
0113928,2333,1655,0.71
6036453,109,101,0.93
0000000,173,91,0.53
0000001,5,3,0.60
0102558,1160,660,0.57
0107888,523,310,0.59
0110569,553,259,0.47
0118802,2168,1174,0.54
0123851,561,397,0.71
0127837,100,36,0.36
3630779,2154,1180,0.55
3630928,224,34,0.15
3634995,213,172,0.81
3635042,2325,1193,0.51
6036479,676,383,0.57
6036487,557,244,0.44
6036503,690,584,0.85
6036511,610,232,0.38
6036537,703,640,0.91
6036545,556,173,0.31
6036552,405,291,0.72
6036560,519,417,0.80
6036586,614,297,0.48
6036594,509,469,0.92
6059414,1004,723,0.72
6059422,1374,783,0.57
6061881,1114,645,0.58
6067060,454,314,0.69
6108179,652,336,0.52
6111132,665,411,0.62
0000001,26,11,0.42
0102830,2385,1752,0.73
0116483,872,809,0.93
0121160,530,357,0.67
3630159,212,168,0.79
3630530,80,60,0.75
3630597,2764,2303,0.83
3633005,2419,2052,0.85
6036602,652,582,0.89
6036610,558,517,0.93
6036628,711,660,0.93
6036636,592,556,0.94
6036644,473,422,0.89
6036651,659,621,0.94
6036669,564,490,0.87
6036677,555,501,0.90
6036685,611,555,0.91
6036693,440,339,0.77
6059448,1209,1092,0.90
6059455,1243,1088,0.88
6061899,985,817,0.83
6105704,669,555,0.83
6106538,720,586,0.81
6107155,556,456,0.82
6108864,639,566,0.89
6111728,413,312,0.76
6111736,660,546,0.83
6111744,1121,855,0.76
6114920,1553,1337,0.86
6114938,609,554,0.91
0000001,6,1,0.17
3630241,47,32,0.68
3635265,982,427,0.43
6036727,629,348,0.55
6036735,328,176,0.54
6036743,571,401,0.70
6068779,785,420,0.54
0000000,71,27,0.38
0000001,112,59,0.53
0107730,213,208,0.98
0109488,1006,784,0.78
0109496,733,682,0.93
0109850,425,370,0.87
0110783,430,410,0.95
0114405,170,160,0.94
0116160,735,689,0.94
0116178,718,638,0.89
0117192,469,369,0.79
0120006,303,197,0.65
0120568,840,697,0.83
0121343,202,137,0.68
0122317,367,323,0.88
0125450,1819,1697,0.93
0126706,91,71,0.78
0126714,81,73,0.90
0127324,423,400,0.95
0127332,580,558,0.96
0127340,820,740,0.90
0127357,633,537,0.85
0128918,861,420,0.49
0128926,457,439,0.96
0128934,3,3,1.00
0133892,171,102,0.60
3630308,505,465,0.92
3630548,35,29,0.83
3630993,241,220,0.91
3631082,2663,2462,0.92
3631090,274,228,0.83
3632221,2928,2217,0.76
3632809,434,399,0.92
3634680,1237,1131,0.91
3635844,1573,1456,0.93
3636081,1977,1703,0.86
6036750,582,514,0.88
6036768,306,282,0.92
6036776,499,451,0.90
6036784,677,533,0.79
6036792,535,518,0.97
6036800,557,532,0.96
6036826,554,516,0.93
6036834,388,361,0.93
6036842,576,525,0.91
6036859,437,391,0.89
6036867,577,547,0.95
6036883,349,334,0.96
6036909,725,629,0.87
6036917,657,640,0.97
6036933,411,345,0.84
6036941,727,694,0.95
6036958,744,706,0.95
6036974,660,622,0.94
6036982,421,383,0.91
6036990,89,65,0.73
6037014,516,490,0.95
6037022,551,530,0.96
6037030,335,325,0.97
6037048,768,734,0.96
6037055,403,358,0.89
6037063,364,311,0.85
6037071,541,478,0.88
6037097,567,551,0.97
6037105,434,403,0.93
6037113,683,630,0.92
6037139,615,513,0.83
6037147,452,407,0.90
6037154,731,715,0.98
6037162,536,515,0.96
6037170,483,442,0.92
6059489,558,529,0.95
6059505,875,802,0.92
6059513,613,496,0.81
6061907,1095,1033,0.94
6061915,841,799,0.95
6061923,649,626,0.96
6067078,339,252,0.74
6067086,521,409,0.79
6068191,513,479,0.93
6068209,533,471,0.88
6068712,899,815,0.91
6068720,822,750,0.91
6098560,24,19,0.79
6109714,477,455,0.95
6110480,602,408,0.68
6112767,603,376,0.62
6114763,13,13,1.00
0134247,945,708,0.75
3636487,121,95,0.79
6037188,140,99,0.71
0000001,5,3,0.60
0106641,974,835,0.86
0108431,698,486,0.70
0108449,719,344,0.48
0113779,697,490,0.70
6037329,672,631,0.94
6037352,688,610,0.89
6037360,894,779,0.87
6037386,979,859,0.88
6101927,246,181,0.74
6105860,1034,848,0.82
6106587,1065,929,0.87
6109219,826,650,0.79
6109227,729,603,0.83
6110522,640,597,0.93
6113757,931,833,0.89
6117766,933,613,0.66
6118350,209,117,0.56
0000001,10,2,0.20
0110064,1099,755,0.69
0125419,1847,1579,0.85
3630100,206,162,0.79
3630670,835,725,0.87
3630761,1873,1068,0.57
3630787,2370,1949,0.82
3638012,1839,1591,0.87
6059554,842,796,0.95
6059562,1032,953,0.92
6114698,1016,763,0.75
0000001,7,1,0.14
0101410,90,80,0.89
0101816,39,20,0.51
0114256,964,294,0.30
0117416,786,308,0.39
0119164,834,488,0.59
0124032,672,169,0.25
3633351,106,74,0.70
3638509,2812,1323,0.47
6037402,426,340,0.80
6037410,393,313,0.80
6037428,485,374,0.77
6108880,710,431,0.61
6110357,1052,604,0.57
6114177,687,369,0.54
3630076,45,26,0.58
6035273,53,36,0.68
6109193,41,23,0.56
0111096,379,169,0.45
0118109,3,2,0.67
3630274,366,207,0.57
3630282,21,14,0.67
3631199,48,29,0.60
6035331,546,268,0.49
6035406,85,77,0.91
6035455,380,289,0.76
6104681,276,131,0.47
0110718,713,609,0.85
3630233,2167,1382,0.64
3630365,166,128,0.77
3630589,60,32,0.53
3631108,31,26,0.84
6036461,614,509,0.83
6037394,292,111,0.38
6106116,777,553,0.71
6106710,857,566,0.66
6108260,460,334,0.73
6112924,494,178,0.36
6112932,925,662,0.72
0000001,6,2,0.33
0107516,446,388,0.87
0107805,847,654,0.77
0112441,366,323,0.88
0114090,1007,798,0.79
0114108,1221,927,0.76
0114389,212,142,0.67
0115444,198,165,0.83
0116707,1022,608,0.59
0118059,433,196,0.45
0119107,851,430,0.51
0119115,2439,1665,0.68
3630407,1923,1666,0.87
3630472,300,269,0.90
3630746,1901,1423,0.75
3630811,146,92,0.63
3630944,13,13,1.00
6035943,697,601,0.86
6035950,683,591,0.87
6035968,652,551,0.85
6059547,1075,974,0.91
6089643,616,467,0.76
6100937,685,546,0.80
6103337,809,709,0.88
6105498,891,705,0.79
6106454,873,739,0.85
6108112,382,300,0.79
6108120,771,655,0.85
6109359,1069,846,0.79
6111751,679,547,0.81
6114680,931,615,0.66
0115089,1757,572,0.33
0136432,975,877,0.90
3630563,197,156,0.79
3630696,18,14,0.78
6035976,394,342,0.87
6106330,108,92,0.85
0000001,19,4,0.21
3630456,174,125,0.72
3637584,3227,1780,0.55
6037204,602,488,0.81
6037212,673,555,0.82
6037220,603,498,0.83
6037238,583,343,0.59
6037246,611,189,0.31
6037253,843,320,0.38
6037261,450,260,0.58
6037279,472,272,0.58
6037287,486,360,0.74
6037295,775,630,0.81
6037311,627,169,0.27
6109573,768,170,0.22
0000001,12,2,0.17
0108423,1180,691,0.59
0110866,1663,882,0.53
0122945,1182,1040,0.88
3630423,2183,1221,0.56
3630894,1453,1019,0.70
3631009,189,143,0.76
3631207,1435,531,0.37
6035240,677,517,0.76
6035257,694,612,0.88
6035265,590,521,0.88
6037337,592,428,0.72
6107346,906,790,0.87
6110605,967,428,0.44
6112825,692,470,0.68
0115998,63,63,1.00
0120485,33,8,0.24
0120493,273,273,1.00
0128520,580,474,0.82
0128538,387,387,1.00
0136085,236,105,0.44
0136192,41,9,0.22
1996545,89,30,0.34
6069355,40,5,0.13
6119119,1680,831,0.49
6037519,214,108,0.50
6037535,512,147,0.29
6106256,365,94,0.26
6109086,295,70,0.24
6109953,80,17,0.21
6118723,243,62,0.26
0131144,2,2,1.00
0134890,2021,1517,0.75
0136457,25,16,0.64
3730447,126,110,0.87
6037550,174,152,0.87
6115315,95,83,0.87
0000001,17,0,0.00
0108563,559,426,0.76
0111005,656,257,0.39
0119255,229,175,0.76
0136176,10,9,0.90
6037568,549,494,0.90
6037576,511,325,0.64
6037584,915,840,0.92
6037592,720,647,0.90
6037600,133,49,0.37
6037626,634,495,0.78
6037634,570,311,0.55
6037642,662,171,0.26
6037659,805,652,0.81
6037675,683,622,0.91
6037683,870,750,0.86
6037691,620,470,0.76
6037709,552,469,0.85
6037717,624,507,0.81
6037725,823,729,0.89
6037733,359,231,0.64
6037741,593,465,0.78
6069082,566,278,0.49
6093207,926,700,0.76
6101794,601,189,0.31
6106025,621,249,0.40
6110787,473,256,0.54
6112148,509,119,0.23
6112890,1532,605,0.39
6118319,47,20,0.43
6037758,357,68,0.19
6037766,346,56,0.16
0000001,8,0,0.00
0101592,1033,273,0.26
0105957,729,139,0.19
0105965,945,149,0.16
0108662,911,212,0.23
0114009,600,124,0.21
0119594,299,159,0.53
0124321,215,194,0.90
0127431,1075,310,0.29
0135277,537,119,0.22
6037824,394,359,0.91
6037832,368,135,0.37
6037840,327,275,0.84
6037857,443,272,0.61
6037865,521,268,0.51
6037873,708,616,0.87
6037881,331,259,0.78
6037899,565,377,0.67
6037907,793,704,0.89
6037915,340,328,0.96
6037923,327,255,0.78
6037931,611,502,0.82
6037949,499,372,0.75
