School Code,"Enrolled
(K-12)","Utilized
(K-12)","Percent_Eligable
Eligible FRPM 
(K-12)"
6069108,409,358,0.88
6088991,393,340,0.87
6106546,620,430,0.69
6108211,587,306,0.52
6109995,738,250,0.34
6111777,1380,727,0.53
6115299,613,290,0.47
6119713,647,412,0.64
0000001,36,3,0.08
0105684,1933,353,0.18
0105726,2547,1149,0.45
0109785,95,54,0.57
0111468,1079,159,0.15
0116467,765,578,0.76
0131433,1146,127,0.11
3730215,166,119,0.72
3730793,54,37,0.69
3737632,3338,1152,0.35
6039069,780,626,0.80
6039077,767,315,0.41
6039085,785,467,0.59
6039093,1239,919,0.74
6095061,1377,639,0.46
6105993,876,127,0.14
6107148,833,365,0.44
6108872,911,319,0.35
6114169,652,196,0.30
6115349,670,374,0.56
6116206,958,176,0.18
0122796,38,36,0.95
0132472,1489,474,0.32
3730975,77,66,0.86
6040661,82,64,0.78
6119275,51,51,1.00
0000001,4,1,0.25
0100511,526,266,0.51
3731114,1140,533,0.47
3731312,64,54,0.84
3731601,52,32,0.62
6038962,226,186,0.82
6093272,942,525,0.56
6106124,520,294,0.57
6112494,534,312,0.58
0114678,610,330,0.54
0114694,430,190,0.44
0119271,330,190,0.58
0123042,327,182,0.56
0123059,410,237,0.58
0127605,394,243,0.62
0000001,1,0,0.00
0110122,552,110,0.20
0129320,329,151,0.46
0132886,384,164,0.43
6037543,971,362,0.37
6108567,595,230,0.39
6113468,98,73,0.74
0134429,651,353,0.54
0134577,317,195,0.62
0136077,257,187,0.73
0136473,228,184,0.81
0000001,67,25,0.37
3830361,53,53,1.00
3830395,45,43,0.96
3830445,69,44,0.64
6069561,77,24,0.31
0000000,319,121,0.38
0101337,294,226,0.77
0101352,378,315,0.83
0101774,354,17,0.05
0102103,260,188,0.72
0107300,288,190,0.66
0111427,494,114,0.23
0117572,2,0,0.00
0118133,141,5,0.04
0118141,3203,445,0.14
0119875,325,280,0.86
0119958,359,182,0.51
0120386,376,94,0.25
0123117,176,55,0.31
0123265,311,188,0.60
0123505,315,259,0.82
0127530,399,342,0.86
0132241,382,286,0.75
3830031,181,123,0.68
3830064,169,131,0.78
3830197,176,101,0.57
3830205,637,341,0.54
3830254,1063,713,0.67
3830288,1271,787,0.62
3830387,756,178,0.24
3830403,441,283,0.64
3830411,304,193,0.63
3830429,32,27,0.84
3830437,482,218,0.45
3831765,1831,1185,0.65
3833241,2067,1031,0.50
3833407,2731,963,0.35
3834082,1117,662,0.59
3834769,475,315,0.66
3839081,2002,1088,0.54
6040695,526,188,0.36
6040703,510,169,0.33
6040737,435,130,0.30
6040752,622,475,0.76
6040760,202,165,0.82
6040778,215,167,0.78
6040828,548,113,0.21
6040836,378,276,0.73
6040851,389,151,0.39
6040877,635,494,0.78
6040893,317,151,0.48
6040919,218,83,0.38
6040935,734,600,0.82
6040943,625,478,0.76
6040950,207,174,0.84
6040968,126,85,0.67
6040984,374,257,0.69
6041008,553,207,0.37
6041016,214,113,0.53
6041040,218,120,0.55
6041065,270,60,0.22
6041073,369,197,0.53
6041115,390,71,0.18
6041123,394,320,0.81
6041131,240,92,0.38
6041149,411,337,0.82
6041156,435,359,0.83
6041206,222,188,0.85
6041230,502,162,0.32
6041255,243,162,0.67
6041271,396,199,0.50
6041289,269,200,0.74
6041305,538,174,0.32
6041321,472,252,0.53
6041339,601,282,0.47
6041347,409,272,0.67
6041362,542,330,0.61
6041412,262,181,0.69
6041420,377,91,0.24
6041438,391,68,0.17
6041446,525,384,0.73
6041487,467,367,0.79
6041503,487,271,0.56
6041511,225,159,0.71
6041529,500,256,0.51
6041545,259,195,0.75
6041560,202,104,0.51
6041578,374,131,0.35
6041586,87,76,0.87
6041594,345,252,0.73
6041602,323,153,0.47
6041610,390,108,0.28
6041644,253,161,0.64
6041685,512,301,0.59
6041701,360,302,0.84
6041727,583,188,0.32
6059828,1177,459,0.39
6059844,584,422,0.72
6059851,960,597,0.62
6059869,833,546,0.66
6059885,502,367,0.73
6059901,681,318,0.47
6059919,373,292,0.78
6062020,948,494,0.52
6062038,681,392,0.58
6062046,589,348,0.59
6062053,621,410,0.66
6062061,789,540,0.68
6062079,1077,385,0.36
6089569,59,53,0.90
6089585,87,60,0.69
6089775,583,186,0.32
6093488,278,162,0.58
6093496,167,138,0.83
6097919,248,59,0.24
6099154,379,311,0.82
6102479,676,137,0.20
6104673,178,140,0.79
6112601,436,108,0.25
6113245,582,205,0.35
6113252,267,199,0.75
6113997,399,102,0.26
6115901,327,297,0.91
0132159,158,124,0.78
0132183,184,31,0.17
0000001,19,19,1.00
0120717,286,255,0.89
0121723,146,135,0.92
0127134,672,186,0.28
3930195,119,119,1.00
3930468,1128,943,0.84
3930476,1616,1009,0.62
6069215,607,293,0.48
0131789,478,199,0.42
6041750,373,272,0.73
0126011,341,124,0.36
3930054,25,16,0.64
3932308,805,360,0.45
6041784,118,98,0.83
6041792,596,296,0.50
6041800,107,94,0.88
6041834,366,171,0.47
6070957,577,328,0.57
0105718,757,286,0.38
6041875,430,106,0.25
6110373,417,122,0.29
6117618,725,218,0.30
0000001,11,3,0.27
0132415,366,145,0.40
3933793,243,198,0.81
3933801,2878,1556,0.54
6041891,573,446,0.78
6041909,601,467,0.78
6041917,600,516,0.86
6041925,658,387,0.59
6041933,714,580,0.81
6095210,716,431,0.60
6104020,636,484,0.76
6105738,665,435,0.65
6111462,759,252,0.33
0000001,2,0,0.00
0118307,39,26,0.67
3933959,639,374,0.59
6041966,402,296,0.74
6041974,432,223,0.52
6041990,413,228,0.55
6042006,325,191,0.59
0000001,65,16,0.25
0100560,840,673,0.80
0101956,418,203,0.49
0102632,752,575,0.76
0102640,809,519,0.64
0102657,743,414,0.56
0108209,785,381,0.49
0108217,855,445,0.52
0108225,1740,1363,0.78
0111286,519,355,0.68
0111419,397,305,0.77
0116608,480,256,0.53
0122580,606,380,0.63
0125369,29,21,0.72
0132837,51,50,0.98
0133678,510,230,0.45
3930237,2161,1279,0.59
3930278,152,101,0.66
3930344,158,93,0.59
3930443,248,131,0.53
3934759,2076,1344,0.65
3934767,113,86,0.76
3934783,2180,1122,0.51
6042055,357,292,0.82
6042063,263,117,0.44
6042071,627,275,0.44
6042097,456,394,0.86
6042121,202,165,0.82
6042139,532,325,0.61
6042147,531,505,0.95
6042154,361,287,0.80
6042170,288,253,0.88
6042188,508,326,0.64
6042196,789,645,0.82
6042204,364,348,0.96
6042220,972,752,0.77
6042295,576,218,0.38
6097760,531,514,0.97
6098057,171,138,0.81
6100341,554,499,0.90
6100366,526,501,0.95
6104038,572,484,0.85
6104426,457,423,0.93
6107114,656,571,0.87
6108807,512,455,0.89
6108856,667,572,0.86
6109839,538,493,0.92
6110944,361,332,0.92
6111983,621,337,0.54
6116594,416,196,0.47
6117675,362,255,0.70
6118921,426,281,0.66
6120059,511,276,0.54
0000001,35,14,0.40
0101576,1204,865,0.72
0105973,826,324,0.39
0108613,959,430,0.45
0112565,111,89,0.80
0113357,1061,537,0.51
0116376,1330,753,0.57
0126094,135,61,0.45
3930310,1429,676,0.47
3930328,36,28,0.78
3932001,1639,885,0.54
3935103,1616,913,0.56
3935111,179,122,0.68
6042311,616,553,0.90
6042329,510,378,0.74
6042337,875,655,0.75
6042345,601,488,0.81
6042360,549,275,0.50
6042378,560,335,0.60
6042386,786,643,0.82
6042394,787,589,0.75
6104533,766,499,0.65
6107429,1119,505,0.45
6108237,877,461,0.53
6109532,849,477,0.56
6110555,824,628,0.76
6112197,576,339,0.59
6114847,3,2,0.67
6115414,1121,909,0.81
6118509,831,534,0.64
6120505,947,735,0.78
6042428,188,178,0.95
0117796,218,147,0.67
0126755,768,641,0.83
0127191,1340,726,0.54
0129890,115,42,0.37
0129908,105,57,0.54
0129916,488,128,0.26
0130864,153,79,0.52
0132050,244,221,0.91
0132365,11,8,0.73
0133116,230,135,0.59
0136028,63,29,0.46
0136135,116,44,0.38
6042436,22,15,0.68
6119309,649,325,0.50
6042444,402,213,0.53
0000001,2,0,0.00
0108035,469,116,0.25
0125849,1151,490,0.43
0128215,30,17,0.57
3935756,923,319,0.35
6042477,476,219,0.46
6042485,418,237,0.57
6106322,429,131,0.31
6109284,436,131,0.30
0000001,65,20,0.31
0100206,921,748,0.81
0108159,2116,1465,0.69
0108647,392,341,0.87
0111310,560,481,0.86
0111328,858,647,0.75
0111336,685,610,0.89
0111344,896,792,0.88
0111351,867,741,0.85
0111369,854,746,0.87
0114876,405,288,0.71
0115303,861,531,0.62
0115402,199,180,0.90
0117853,256,254,0.99
0118497,757,540,0.71
0118752,485,441,0.91
0119743,428,273,0.64
0119784,215,166,0.77
0120725,423,273,0.65
0120733,542,289,0.53
0121541,332,228,0.69
0121798,326,207,0.63
0123802,487,344,0.71
0124248,195,125,0.64
0124958,121,69,0.57
0136283,153,118,0.77
3930211,235,185,0.79
3930427,413,330,0.80
3932100,2143,1778,0.83
3932654,2084,1626,0.78
3937406,1714,1290,0.75
6042501,535,458,0.86
6042519,594,540,0.91
6042535,739,618,0.84
6042543,588,520,0.88
6042550,858,752,0.88
6042568,965,857,0.89
6042576,805,723,0.90
6042600,594,546,0.92
6042618,666,535,0.80
6042626,784,711,0.91
6042634,630,497,0.79
6042667,601,496,0.83
6042683,684,560,0.82
6042691,848,730,0.86
6042709,568,476,0.84
6042717,737,607,0.82
6042725,406,349,0.86
6042741,779,645,0.83
6042758,495,409,0.83
6042766,498,418,0.84
6042774,490,429,0.88
6042782,480,405,0.84
6042790,552,495,0.90
6042808,556,494,0.89
6042824,397,326,0.82
6095236,98,44,0.45
6098651,1086,701,0.65
6098677,232,104,0.45
6104368,20,10,0.50
6104665,241,206,0.85
6115422,976,687,0.70
6116115,822,628,0.76
6118871,528,472,0.89
0000001,19,8,0.42
0102384,363,72,0.20
0102392,535,130,0.24
0108357,1046,424,0.41
0114140,121,70,0.58
0119040,1476,532,0.36
3930302,2121,1184,0.56
3930393,34,27,0.79
3937976,19,13,0.68
3938008,2100,808,0.38
6042832,460,390,0.85
6042840,937,707,0.75
6042857,427,294,0.69
6042865,747,633,0.85
6042881,880,712,0.81
6106488,503,349,0.69
6107973,657,422,0.64
6108997,526,203,0.39
6109003,1071,600,0.56
6110530,422,271,0.64
6114490,532,235,0.44
6118665,372,82,0.22
6118699,869,440,0.51
0000001,4,1,0.25
0106484,834,185,0.22
0114645,882,162,0.18
0121046,902,85,0.09
0128967,1208,265,0.22
0129312,887,135,0.15
6041883,194,96,0.49
0101725,240,199,0.83
4030078,25,25,1.00
4030250,98,85,0.87
6106769,42,28,0.67
4030102,104,38,0.37
4030151,74,50,0.68
4030755,1328,445,0.34
6042907,27,22,0.81
6042915,86,41,0.48
6042931,914,403,0.44
6042949,358,125,0.35
6042956,267,74,0.28
6042964,347,205,0.59
6107544,442,157,0.36
6111058,477,201,0.42
6117980,259,80,0.31
6042998,191,86,0.45
0000001,2,1,0.50
0110486,563,314,0.56
0125328,313,103,0.33
4030268,920,609,0.66
4030557,2071,755,0.36
4033205,118,82,0.69
6043012,321,75,0.23
6043020,489,278,0.57
6043038,494,359,0.73
6043046,426,200,0.47
6043053,653,294,0.45
6043061,420,299,0.71
6043079,498,322,0.65
6043087,634,118,0.19
6043095,438,359,0.82
6043103,608,227,0.37
6043111,430,114,0.27
6043129,599,399,0.67
6109342,554,358,0.65
6043186,83,42,0.51
0000001,1,0,0.00
0118695,2,0,0.00
4030045,53,40,0.75
4034807,821,318,0.39
4036703,1526,441,0.29
6043194,160,17,0.11
6043202,367,212,0.58
6043210,375,219,0.58
6043236,372,244,0.66
6043244,457,86,0.19
6043269,551,252,0.46
6043277,468,119,0.25
6043285,376,112,0.30
6043301,158,24,0.15
6067102,817,270,0.33
6096325,305,158,0.52
6097349,599,291,0.49
6110621,347,142,0.41
0108522,225,94,0.42
0125807,304,85,0.28
6043319,372,250,0.67
4037008,87,68,0.78
6043335,9,5,0.56
6043343,225,178,0.79
4030128,10,5,0.50
4030185,58,16,0.28
4037701,741,102,0.14
6043350,493,99,0.20
6106371,519,112,0.22
6112155,514,125,0.24
6118145,35,13,0.37
0119354,117,37,0.32
4030235,31,5,0.16
4030243,463,133,0.29
4035754,2143,898,0.42
4035762,122,68,0.56
6043137,609,377,0.62
6043145,480,389,0.81
6043160,488,292,0.60
6101570,714,404,0.57
6108377,440,303,0.69
6109151,465,201,0.43
6113096,799,334,0.42
4030144,15,9,0.60
4032009,191,120,0.63
6042972,259,211,0.81
6042980,141,96,0.68
0000001,7,1,0.14
0113266,9,9,1.00
0113332,12,6,0.50
0117143,10,10,1.00
0128652,13,13,1.00
0135269,48,41,0.85
4130076,51,51,1.00
6069363,156,35,0.22
6043392,378,252,0.67
0000001,17,0,0.00
0121111,526,36,0.07
6043434,447,17,0.04
6043442,412,15,0.04
6043459,493,30,0.06
6043475,654,156,0.24
6043483,1206,84,0.07
6114771,569,24,0.04
0000001,1,0,0.00
6043491,197,34,0.17
6043509,158,35,0.22
6043517,114,29,0.25
0000001,3,0,0.00
0133157,211,3,0.01
6043525,1088,163,0.15
6043541,448,39,0.09
6043566,460,39,0.08
6043574,551,78,0.14
6043590,372,56,0.15
6043608,374,66,0.18
0000001,9,0,0.00
4130027,30,20,0.67
4132817,995,345,0.35
6043616,587,273,0.47
6043624,404,197,0.49
6043632,317,112,0.35
6043657,73,3,0.04
6043665,792,321,0.41
0000001,4,0,0.00
6043673,316,5,0.02
6043681,207,4,0.02
6043699,373,7,0.02
6043707,505,8,0.02
0000000,10,2,0.20
0000001,7,0,0.00
0112284,723,306,0.42
6043723,666,413,0.62
6043756,651,448,0.69
6043772,450,300,0.67
6043780,499,245,0.49
6043798,400,202,0.51
6043806,305,203,0.67
6043822,332,258,0.78
6043848,402,285,0.71
6043855,311,191,0.61
6043871,396,206,0.52
6043897,387,117,0.30
6043905,376,219,0.58
6043913,371,268,0.72
6115364,535,361,0.67
0000001,18,4,0.22
0127548,452,108,0.24
4133393,1144,570,0.50
4135075,619,190,0.31
4137535,914,201,0.22
4137592,143,74,0.52
4137790,1579,633,0.40
0000001,3,0,0.00
0105874,504,66,0.13
0132217,17,5,0.29
4130126,543,152,0.28
6043939,569,69,0.12
6044044,435,68,0.16
6044051,515,90,0.17
6044069,528,204,0.39
4135331,93,51,0.55
6044077,66,14,0.21
6044085,157,92,0.59
0000001,7,2,0.29
6044093,802,50,0.06
6044127,532,33,0.06
0000001,2,0,0.00
6044135,627,75,0.12
6044150,959,83,0.09
6044168,705,76,0.11
6044176,680,40,0.06
0000001,5,1,0.20
6044200,394,53,0.13
6044226,309,177,0.57
6044234,434,79,0.18
6044259,442,48,0.11
6044267,849,230,0.27
0000001,2,0,0.00
6044275,343,32,0.09
6044283,264,22,0.08
0000001,2,0,0.00
0126649,313,276,0.88
0134197,722,641,0.89
0135608,225,200,0.89
0136093,273,239,0.88
6044309,457,400,0.88
6044317,114,102,0.89
6044325,425,387,0.91
6044333,441,396,0.90
6044341,35,34,0.97
6044366,117,105,0.90
6044416,508,447,0.88
0000001,14,2,0.14
0127282,214,150,0.70
0132068,583,493,0.85
0132076,286,224,0.78
6044424,581,164,0.28
6044432,718,54,0.08
6044457,221,145,0.66
6044473,569,403,0.71
6044481,298,194,0.65
6044499,376,134,0.36
6044507,692,465,0.67
6044523,288,161,0.56
6044531,704,345,0.49
6044556,408,272,0.67
6044572,584,303,0.52
6044580,729,512,0.70
6044598,329,243,0.74
6102941,211,42,0.20
6114037,462,129,0.28
6115026,536,44,0.08
0000001,9,1,0.11
6044010,347,46,0.13
6044614,280,227,0.81
6044648,336,204,0.61
6044663,262,87,0.33
6044671,329,58,0.18
6044697,816,296,0.36
6044705,262,95,0.36
0000001,4,0,0.00
0133645,331,23,0.07
6044721,484,21,0.04
6044739,359,26,0.07
6044747,553,29,0.05
6044754,424,46,0.11
6044770,719,79,0.11
6044788,295,9,0.03
6112213,380,5,0.01
0000000,1,1,1.00
0000001,21,3,0.14
0136242,899,409,0.45
6044796,851,384,0.45
6044804,521,367,0.70
6044812,759,42,0.06
6044838,737,131,0.18
6044846,265,119,0.45
6044853,1078,398,0.37
6044861,1025,62,0.06
6044887,535,307,0.57
6044895,894,27,0.03
6044903,444,140,0.32
6044911,554,105,0.19
6044945,525,228,0.43
6044952,450,28,0.06
6044960,323,119,0.37
6044978,348,65,0.19
6044986,386,257,0.67
6044994,204,36,0.18
6045017,444,299,0.67
6112650,573,40,0.07
0000001,26,4,0.15
0128165,19,12,0.63
0129759,552,47,0.09
0135814,141,82,0.58
4130217,1639,359,0.22
4130472,1475,176,0.12
4130738,1213,432,0.36
4133070,1534,306,0.20
4134557,1220,272,0.22
4136370,1665,608,0.37
0000001,47,8,0.17
0112722,417,217,0.52
0119503,400,247,0.62
0126722,320,296,0.93
4130993,2184,271,0.12
4133716,2450,995,0.41
4135687,222,180,0.81
4136693,2133,1051,0.49
4138053,1848,702,0.38
0000000,13,3,0.23
0000001,15,3,0.20
0127563,3,2,0.67
4130324,93,51,0.55
4132551,1277,377,0.30
4137279,1388,634,0.46
6045041,600,154,0.26
6045082,309,201,0.65
6045090,419,334,0.80
6045108,542,127,0.23
6045116,415,130,0.31
6045132,424,148,0.35
6045140,551,380,0.69
6045157,385,212,0.55
6059976,701,235,0.34
6059984,617,367,0.59
6067128,654,182,0.28
6068282,301,80,0.27
6045165,411,42,0.10
4230157,103,103,1.00
4230207,24,23,0.96
6069223,140,62,0.44
6045256,131,10,0.08
0111773,368,192,0.52
0124255,733,208,0.28
6045264,212,122,0.58
0102848,759,720,0.95
0102855,1133,923,0.81
0102863,887,769,0.87
0131623,969,802,0.83
6045272,570,538,0.94
6045959,983,941,0.96
6045967,988,924,0.94
6045975,313,288,0.92
6045991,830,771,0.93
6046007,771,736,0.95
6046015,949,829,0.87
6046023,794,622,0.78
6046031,904,841,0.93
6046049,964,907,0.94
6046056,902,816,0.90
6046064,959,891,0.93
6107007,884,752,0.85
6109268,987,908,0.92
6119812,934,729,0.78
6119820,642,571,0.89
6045280,168,68,0.40
6119804,396,155,0.39
0102129,73,28,0.38
4230181,13,7,0.54
4230587,612,342,0.56
4230595,28,19,0.68
6045298,388,295,0.76
6045306,527,331,0.63
6045322,63,9,0.14
6060008,501,325,0.65
6045348,170,16,0.09
6045355,30,14,0.47
6045371,170,107,0.63
6118434,196,33,0.17
6045405,229,167,0.73
6045421,394,190,0.48
6045447,476,98,0.21
6045462,427,182,0.43
6045470,473,233,0.49
6045488,434,123,0.28
6045496,375,225,0.60
6045504,321,36,0.11
6067110,412,169,0.41
6045512,862,696,0.81
6045520,436,391,0.90
6045538,312,96,0.31
6045546,308,88,0.29
6045553,343,120,0.35
0000001,1,1,1.00
0100651,43,20,0.47
0116921,431,250,0.58
0132738,18,18,1.00
4230454,1291,616,0.48
4233029,127,108,0.85
4233060,1502,1133,0.75
6045561,627,513,0.82
6045579,664,262,0.39
6045587,598,524,0.88
6045595,525,122,0.23
6045611,624,527,0.84
6045629,522,463,0.89
6045645,624,518,0.83
6045660,459,265,0.58
6060016,804,670,0.83
6060024,668,339,0.51
6068902,614,432,0.70
6045710,139,29,0.21
6045728,410,44,0.11
0116434,776,222,0.29
6045702,212,167,0.79
6045736,610,328,0.54
6045744,583,196,0.34
6045751,537,281,0.52
6045777,741,322,0.43
6045785,566,180,0.32
6045793,650,275,0.42
6045801,527,180,0.34
0000001,2,1,0.50
0102285,2713,1993,0.73
4231452,390,278,0.71
4234613,2226,1262,0.57
4236030,2618,2257,0.86
4230074,11,5,0.45
4236345,933,263,0.28
6046072,600,324,0.54
6046080,75,32,0.43
0134866,51,39,0.76
0135590,463,130,0.28
0136630,40,1,0.03
4230173,5,5,1.00
4231205,50,40,0.80
6045389,152,119,0.78
0000001,5,0,0.00
0120402,145,55,0.38
0123885,1,0,0.00
4231726,2057,722,0.35
4232690,80,56,0.70
4235230,2100,990,0.47
4235727,2148,1015,0.47
6045819,562,343,0.61
6045827,353,310,0.88
6045835,554,478,0.86
6045850,375,253,0.67
6045884,371,330,0.89
6045892,422,278,0.66
6045918,750,365,0.49
6045926,584,236,0.40
6045934,581,230,0.40
6060032,803,327,0.41
6060040,535,413,0.77
6060057,800,422,0.53
6062095,901,313,0.35
6095962,70,30,0.43
6111603,287,65,0.23
6116875,270,213,0.79
6118202,288,140,0.49
0132894,521,339,0.65
0000001,48,45,0.94
0106534,879,13,0.01
0111880,567,40,0.07
0113431,656,165,0.25
0113704,569,506,0.89
0116814,337,319,0.95
0119024,439,379,0.86
0120642,483,420,0.87
0123257,677,516,0.76
0123281,505,420,0.83
0123794,342,108,0.32
0124065,210,182,0.87
0125781,569,425,0.75
0125799,513,447,0.87
0127969,550,52,0.09
0128090,482,127,0.26
0129213,346,313,0.90
0131110,614,489,0.80
0131748,186,156,0.84
0132001,247,22,0.09
0132530,217,170,0.78
0133496,561,454,0.81
0135087,222,175,0.79
4330254,125,125,1.00
4330320,92,65,0.71
6069371,1232,387,0.31
0000001,4,2,0.50
0106633,414,351,0.85
0107748,305,242,0.79
0107763,293,224,0.76
0108167,513,300,0.58
0114900,523,391,0.75
0125526,358,326,0.91
0126284,272,224,0.82
0129924,409,350,0.86
0135749,118,85,0.72
6046114,371,308,0.83
6046122,374,297,0.79
6046130,265,240,0.91
6046148,321,293,0.91
6046155,379,331,0.87
6046189,425,357,0.84
6046197,301,265,0.88
6046213,527,380,0.72
6046221,395,333,0.84
6046239,373,341,0.91
6046247,443,407,0.92
6046254,493,281,0.57
6046270,594,538,0.91
6046304,390,332,0.85
6046312,406,354,0.87
6046320,364,305,0.84
6046338,604,461,0.76
6068910,559,473,0.85
6089270,477,376,0.79
0000001,5,2,0.40
6046361,381,149,0.39
6046379,488,110,0.23
6046387,567,117,0.21
6046395,813,357,0.44
6046403,320,178,0.56
6067177,602,126,0.21
6068928,673,279,0.41
6089288,314,115,0.37
6093033,980,280,0.29
6093041,587,275,0.47
6095335,446,132,0.30
6095343,516,172,0.33
6095350,410,167,0.41
0000001,10,2,0.20
0133439,479,19,0.04
6046411,556,103,0.19
6046445,532,90,0.17
6046452,524,80,0.15
6046486,1031,189,0.18
6046494,459,112,0.24
0000001,5,3,0.60
0106005,272,17,0.06
6046510,522,355,0.68
6046528,363,241,0.66
6046536,663,237,0.36
6046544,672,360,0.54
6046577,646,76,0.12
6046601,591,328,0.55
6046619,551,51,0.09
6046627,920,546,0.59
6046668,1024,189,0.18
6046676,513,433,0.84
6046692,556,356,0.64
0000001,21,1,0.05
4330239,1755,158,0.09
4330759,208,91,0.44
4330866,1716,308,0.18
4331955,1259,594,0.47
4336137,1469,425,0.29
4338505,1615,419,0.26
0000001,14,1,0.07
0108126,1228,50,0.04
6046718,508,25,0.05
6046742,668,148,0.22
6046759,717,23,0.03
6046767,1428,135,0.09
6046775,676,47,0.07
6046809,625,69,0.11
6046841,609,26,0.04
6046882,1251,67,0.05
6046890,1289,43,0.03
6046908,358,28,0.08
6046932,500,26,0.05
6046940,595,24,0.04
6046957,1191,59,0.05
6046965,569,110,0.19
6046981,429,8,0.02
6047005,414,13,0.03
6047039,576,17,0.03
6047047,764,39,0.05
6047054,481,21,0.04
6047088,584,32,0.05
6047096,973,112,0.12
6047104,560,23,0.04
6047112,691,7,0.01
6067185,319,17,0.05
0000001,55,12,0.22
0107151,697,383,0.55
0116889,489,342,0.70
0123745,367,177,0.48
0125427,370,214,0.58
0125617,327,297,0.91
0130856,380,279,0.73
0131995,229,139,0.61
0132274,397,348,0.88
4330015,1824,1344,0.74
4330023,2220,521,0.23
4330031,2914,1467,0.50
4330312,77,38,0.49
4330353,125,62,0.50
4330361,156,140,0.90
4330668,430,322,0.75
4330676,261,206,0.79
4330692,2932,554,0.19
4330726,350,291,0.83
4332318,330,236,0.72
4332995,1913,1304,0.68
4333639,1099,920,0.84
4334900,1292,914,0.71
4335204,1837,1000,0.54
4335428,1511,1350,0.89
4335907,2144,625,0.29
4337903,2537,1075,0.42
0000000,2,0,0.00
0102616,631,63,0.10
6047120,345,137,0.40
6047138,768,71,0.09
6047146,594,285,0.48
6047153,575,461,0.80
6047161,408,286,0.70
6047179,983,274,0.28
6067193,619,250,0.40
6071534,337,65,0.19
6085690,776,412,0.53
6095988,460,275,0.60
6102081,643,147,0.23
6105787,666,237,0.36
6107593,448,274,0.61
6110159,1106,116,0.10
6111942,620,24,0.04
6115851,721,35,0.05
6117956,683,70,0.10
0000001,5,1,0.20
0108696,371,220,0.59
0113662,478,347,0.73
0121483,519,350,0.67
0123299,574,464,0.81
0127225,196,67,0.34
0128108,601,429,0.71
0129205,451,312,0.69
0129247,304,278,0.91
6047195,680,534,0.79
6047203,407,298,0.73
6047211,565,423,0.75
6047229,378,255,0.67
6047237,370,317,0.86
6047245,315,253,0.80
6047252,425,378,0.89
6047260,359,309,0.86
6047278,716,530,0.74
6067201,420,297,0.71
6071542,705,463,0.66
6105795,437,284,0.65
6109433,521,407,0.78
6115943,799,510,0.64
0000001,45,8,0.18
4330569,7,5,0.71
4331799,2295,249,0.11
4332474,2123,787,0.37
4333316,2452,403,0.16
4334421,1848,129,0.07
4334462,2370,107,0.05
0000001,13,4,0.31
0100990,863,505,0.59
0114496,288,96,0.33
0118380,1678,684,0.41
0123760,544,253,0.47
4332839,1654,1020,0.62
4334850,203,134,0.66
6047286,674,161,0.24
6047294,638,337,0.53
6047302,464,418,0.90
6047310,546,430,0.79
6047328,763,359,0.47
6047336,576,341,0.59
6098214,877,604,0.69
6106991,760,453,0.60
6111785,810,407,0.50
6116461,483,338,0.70
6047351,74,7,0.09
6047369,274,13,0.05
6093058,231,15,0.06
0000001,3,0,0.00
6047377,508,56,0.11
6047385,611,49,0.08
6047401,580,28,0.05
6047427,309,5,0.02
6047435,517,12,0.02
6047450,425,16,0.04
6047468,409,9,0.02
6047492,546,81,0.15
6047500,495,12,0.02
0000001,3,0,0.00
6047518,605,30,0.05
6047526,538,24,0.04
6047534,151,11,0.07
6047542,578,31,0.05
6047567,1288,57,0.04
0000001,10,0,0.00
4334371,2061,107,0.05
4337762,1354,26,0.02
6047575,517,198,0.38
0129940,547,210,0.38
6047740,623,74,0.12
6047765,959,161,0.17
6047781,986,367,0.37
6047799,609,188,0.31
6047807,671,115,0.17
6047831,410,348,0.85
0000001,15,3,0.20
0102368,1462,478,0.33
4333951,1175,428,0.36
4334488,133,72,0.54
6047914,596,123,0.21
6047922,470,324,0.69
6047948,621,393,0.63
6095384,842,416,0.49
6095392,526,188,0.36
6098263,614,195,0.32
6098271,456,122,0.27
6100325,736,286,0.39
6109375,388,188,0.48
6118376,453,258,0.57
6118541,646,42,0.07
0000001,8,2,0.25
0121830,11,1,0.09
0121913,2,0,0.00
0132373,389,165,0.42
6047955,571,106,0.19
6047963,534,125,0.23
6047971,605,52,0.09
6047989,873,296,0.34
6048003,253,223,0.88
6049464,391,28,0.07
6049472,678,333,0.49
6049480,448,183,0.41
6049514,369,234,0.63
0000001,19,0,0.00
4334116,2234,460,0.21
4334728,1969,338,0.17
4334736,82,50,0.61
6048037,582,464,0.80
6048045,610,390,0.64
6048060,360,285,0.79
6048078,433,361,0.83
6067227,348,236,0.68
0000000,3,0,0.00
0000001,27,8,0.30
6048086,589,283,0.48
6048094,600,360,0.60
6048102,404,317,0.78
6048110,671,199,0.30
6048128,467,405,0.87
6048136,437,298,0.68
6048144,620,221,0.36
6048177,337,260,0.77
6067243,635,194,0.31
6068167,878,245,0.28
6072144,558,92,0.16
6072151,422,245,0.58
6072177,753,212,0.28
6088306,474,150,0.32
6093066,557,271,0.49
6095400,379,154,0.41
6097430,630,107,0.17
6099451,401,209,0.52
6116081,451,114,0.25
6117014,12,8,0.67
0000001,1,1,1.00
6048185,874,441,0.50
0000001,28,3,0.11
4332904,2008,185,0.09
